lon,lat,p_iid,p_bym,p_bym_cov
90.6764,32.944,1.0,1.0,1.0
89.0193,32.6934,1.0,1.0,1.0
87.3807,32.4034,1.0,1.0,1.0
85.7627,32.0751,1.0,1.0,1.0
84.1676,31.7095,1.0,1.0,1.0
82.5973,31.308,1.0,1.0,1.0
117.9044,32.6518,1.0,1.0,1.0
116.294,33.07,1.0,1.0,1.0
114.6568,33.4508,1.0,1.0,1.0
112.9946,33.7931,1.0,1.0,1.0
111.3099,34.0954,1.0,1.0,1.0
109.6052,34.3568,1.0,1.0,1.0
107.8831,34.5762,1.0,1.0,1.0
102.6425,34.9748,1.0,1.0,1.0
100.8814,35.0194,1.0,1.0,1.0
97.3575,34.9748,1.0,1.0,1.0
95.6013,34.8858,1.0,1.0,1.0
93.8534,34.7528,1.0,1.0,1.0
92.1169,34.5762,1.0,1.0,1.0
88.6901,34.0954,1.0,1.0,1.0
87.0054,33.7931,1.0,1.0,1.0
85.3432,33.4508,1.0,1.0,1.0
83.706,33.07,1.0,1.0,1.0
82.0956,32.6518,1.0,1.0,1.0
80.5139,32.1978,0.6589820359281438,0.5020958083832335,0.5209580838323353
118.4349,34.0087,1.0,1.0,1.0
116.7826,34.4444,1.0,1.0,1.0
115.1011,34.8414,1.0,1.0,1.0
113.3925,35.1983,1.0,1.0,1.0
111.6593,35.5138,1.0,1.0,1.0
109.9042,35.7866,1.0,1.0,1.0
102.7263,36.432,1.0,1.0,1.0
100.9094,36.4786,1.0,1.0,1.0
99.0906,36.4786,1.0,1.0,1.0
97.2737,36.432,1.0,1.0,1.0
93.6598,36.2001,1.0,1.0,1.0
91.8699,36.0157,1.0,1.0,1.0
88.3407,35.5138,0.905688622754491,0.7032934131736527,0.6937125748502994
86.6075,35.1983,0.8035928143712575,0.4308383233532934,0.4365269461077844
84.8989,34.8414,1.0,1.0,1.0
83.2174,34.4444,0.8937125748502994,0.4494011976047904,0.45838323353293414
81.5651,34.0087,0.9550898203592815,0.5754491017964072,0.548502994011976
79.9439,33.536,0.6110778443113772,0.2505988023952096,0.23982035928143713
118.9967,35.3782,1.0,1.0,1.0
117.3005,35.8323,1.0,1.0,1.0
115.5725,36.2463,1.0,1.0,1.0
113.815,36.6188,1.0,1.0,1.0
112.0306,36.9482,1.0,1.0,1.0
110.2222,37.2331,1.0,1.0,1.0
108.3929,37.4725,1.0,1.0,1.0
106.5463,37.6652,1.0,1.0,1.0
104.6859,37.8105,1.0,1.0,1.0
102.8156,37.9077,1.0,1.0,1.0
100.9392,37.9564,1.0,1.0,1.0
99.0608,37.9564,1.0,1.0,1.0
95.3141,37.8105,1.0,1.0,1.0
93.4537,37.6652,1.0,1.0,1.0
91.6071,37.4725,1.0,1.0,1.0
89.7778,37.2331,1.0,1.0,1.0
87.9694,36.9482,0.8290419161676646,0.49880239520958086,0.494311377245509
86.185,36.6188,1.0,1.0,1.0
84.4275,36.2463,1.0,1.0,1.0
81.0033,35.3782,0.982934131736527,0.6889221556886228,0.6616766467065869
119.5923,36.7595,1.0,1.0,1.0
117.8503,37.2331,1.0,1.0,1.0
116.0736,37.6652,1.0,1.0,1.0
114.2645,38.0541,1.0,1.0,1.0
112.4259,38.3982,1.0,1.0,1.0
110.561,38.696,1.0,1.0,1.0
108.6732,38.9462,1.0,1.0,1.0
106.7662,39.1478,1.0,1.0,1.0
104.844,39.2999,1.0,1.0,1.0
102.9108,39.4016,1.0,1.0,1.0
100.971,39.4526,1.0,1.0,1.0
99.029,39.4526,1.0,1.0,1.0
97.0892,39.4016,1.0,1.0,1.0
95.156,39.2999,1.0,1.0,1.0
93.2338,39.1478,1.0,1.0,1.0
91.3268,38.9462,1.0,1.0,1.0
89.439,38.696,1.0,1.0,1.0
87.5741,38.3982,1.0,1.0,1.0
85.7355,38.0541,1.0,1.0,1.0
83.9264,37.6652,1.0,1.0,1.0
82.1497,37.2331,1.0,1.0,1.0
69.3227,32.4447,1.0,1.0,1.0
67.9074,31.7095,1.0,1.0,1.0
128.54,35.1087,1.0,1.0,1.0
126.9657,35.7866,1.0,1.0,1.0
116.607,39.0973,1.0,1.0,1.0
114.7436,39.5036,1.0,1.0,1.0
112.8477,39.8634,1.0,1.0,1.0
110.9228,40.1749,1.0,1.0,1.0
108.9726,40.4368,1.0,1.0,1.0
107.0013,40.6478,1.0,1.0,1.0
105.0131,40.807,1.0,1.0,1.0
103.0128,40.9135,1.0,1.0,1.0
101.0051,40.9669,1.0,1.0,1.0
98.9949,40.9669,1.0,1.0,1.0
96.9872,40.9135,1.0,1.0,1.0
94.9869,40.807,1.0,1.0,1.0
92.9987,40.6478,1.0,1.0,1.0
91.0274,40.4368,1.0,1.0,1.0
89.0772,40.1749,1.0,1.0,1.0
87.1523,39.8634,1.0,1.0,1.0
85.2564,39.5036,1.0,1.0,1.0
83.393,39.0973,1.0,1.0,1.0
81.5651,38.6462,1.0,1.0,1.0
79.7751,38.152,1.0,1.0,1.0
78.0255,37.6169,0.5859281437125748,0.6005988023952096,0.6059880239520958
68.4486,33.6643,1.0,1.0,1.0
67.0115,32.9021,1.0,1.0,1.0
129.4072,36.3855,1.0,1.0,1.0
127.8015,37.0903,1.0,1.0,1.0
126.1468,37.762,1.0,1.0,1.0
119.0577,40.0707,1.0,1.0,1.0
117.1759,40.5421,1.0,1.0,1.0
115.2551,40.9669,1.0,1.0,1.0
113.2986,41.3433,1.0,1.0,1.0
111.3099,41.6694,1.0,1.0,1.0
109.2933,41.9436,1.0,1.0,1.0
107.2532,42.1647,1.0,1.0,1.0
105.1944,42.3316,1.0,1.0,1.0
103.1221,42.4433,1.0,1.0,1.0
101.0416,42.4993,1.0,1.0,1.0
98.9584,42.4993,1.0,1.0,1.0
96.8779,42.4433,1.0,1.0,1.0
94.8056,42.3316,1.0,1.0,1.0
92.7468,42.1647,1.0,1.0,1.0
90.7067,41.9436,1.0,1.0,1.0
88.6901,41.6694,1.0,1.0,1.0
86.7014,41.3433,1.0,1.0,1.0
84.7449,40.9669,1.0,1.0,1.0
82.8241,40.5421,1.0,1.0,1.0
80.9423,40.0707,1.0,1.0,1.0
79.1022,39.5548,1.0,1.0,1.0
77.3062,38.9965,1.0,1.0,1.0
67.5288,34.8858,1.0,1.0,1.0
66.0702,34.0954,1.0,1.0,1.0
64.6599,33.281,1.0,1.0,1.0
63.2971,32.4447,1.0,1.0,1.0
126.9958,39.0973,1.0,1.0,1.0
125.2532,39.7602,1.0,1.0,1.0
123.459,40.3842,1.0,1.0,1.0
121.6148,40.9669,1.0,1.0,1.0
119.7223,41.5059,1.0,1.0,1.0
117.7839,41.9988,1.0,1.0,1.0
115.8025,42.4433,1.0,1.0,1.0
113.7816,42.8373,1.0,1.0,1.0
111.7251,43.1789,1.0,1.0,1.0
109.6375,43.4664,1.0,1.0,1.0
107.5238,43.6983,1.0,1.0,1.0
105.3893,43.8733,1.0,1.0,1.0
103.2397,43.9906,1.0,1.0,1.0
101.0809,44.0493,1.0,1.0,1.0
98.9191,44.0493,1.0,1.0,1.0
96.7603,43.9906,1.0,1.0,1.0
94.6107,43.8733,1.0,1.0,1.0
92.4762,43.6983,1.0,1.0,1.0
90.3625,43.4664,0.6595808383233533,0.4440119760479042,0.5407185628742515
88.2749,43.1789,1.0,1.0,1.0
86.2184,42.8373,0.9679640718562874,0.18982035928143712,0.20748502994011975
84.1975,42.4433,0.9985029940119761,0.8793413173652694,0.9140718562874252
82.2161,41.9988,0.8152694610778443,0.1694610778443114,0.22694610778443114
80.2777,41.5059,0.9937125748502994,0.6437125748502994,0.704191616766467
78.3852,40.9669,0.9916167664670659,0.8452095808383233,0.8721556886227545
76.541,40.3842,0.9991017964071857,0.8796407185628743,0.9023952095808383
69.6764,37.6652,1.0,1.0,1.0
65.0806,35.2881,1.0,1.0,1.0
63.6525,34.4444,1.0,1.0,1.0
62.275,33.5787,1.0,1.0,1.0
57.2457,29.9394,1.0,1.0,1.0
124.2744,41.7788,1.0,1.0,1.0
122.3801,42.3874,1.0,1.0,1.0
120.4328,42.9508,1.0,1.0,1.0
118.4349,43.4664,1.0,1.0,1.0
116.3895,43.9319,1.0,1.0,1.0
114.3003,44.3448,1.0,1.0,1.0
112.1715,44.7031,1.0,1.0,1.0
110.008,45.0047,1.0,1.0,1.0
107.8153,45.2482,1.0,1.0,1.0
105.5993,45.432,1.0,1.0,1.0
103.3665,45.5551,1.0,1.0,1.0
101.1233,45.6169,1.0,1.0,1.0
98.8767,45.6169,1.0,1.0,1.0
96.6335,45.5551,1.0,1.0,1.0
94.4007,45.432,1.0,1.0,1.0
92.1847,45.2482,1.0,1.0,1.0
89.992,45.0047,1.0,1.0,1.0
87.8285,44.7031,1.0,1.0,1.0
85.6997,44.3448,1.0,1.0,1.0
83.6105,43.9319,0.9664670658682635,0.8526946107784431,0.8679640718562874
77.6199,42.3874,0.5224550898203593,0.11946107784431138,0.12754491017964073
75.7256,41.7788,0.7508982035928143,0.3074850299401198,0.2877245508982036
68.707,38.9462,0.6449101796407186,0.27335329341317366,0.3032934131736527
65.5392,37.3286,1.0,1.0,1.0
64.0395,36.4786,1.0,1.0,1.0
62.5946,35.6045,1.0,1.0,1.0
61.2034,34.7085,1.0,1.0,1.0
59.8645,33.7931,1.0,1.0,1.0
58.5763,32.8602,1.0,1.0,1.0
56.1458,30.9507,1.0,1.0,1.0
55.0,29.9778,1.0,1.0,1.0
53.8983,28.9951,1.0,1.0,1.0
128.8557,41.7788,1.0,1.0,1.0
127.0309,42.4993,1.0,1.0,1.0
125.1448,43.1789,1.0,1.0,1.0
123.1986,43.8149,1.0,1.0,1.0
121.1941,44.4042,1.0,1.0,1.0
119.1336,44.9442,1.0,1.0,1.0
117.0205,45.432,1.0,1.0,1.0
114.8586,45.8651,1.0,1.0,1.0
112.6526,46.2411,1.0,1.0,1.0
110.4077,46.558,1.0,1.0,1.0
108.1301,46.8138,1.0,1.0,1.0
105.8263,47.0071,1.0,1.0,1.0
103.5035,47.1366,1.0,1.0,1.0
101.1691,47.2016,1.0,1.0,1.0
98.8309,47.2016,1.0,1.0,1.0
96.4965,47.1366,1.0,1.0,1.0
94.1737,47.0071,1.0,1.0,1.0
91.8699,46.8138,1.0,1.0,1.0
89.5923,46.558,1.0,1.0,1.0
87.3474,46.2411,1.0,1.0,1.0
85.1414,45.8651,1.0,1.0,1.0
82.9795,45.432,1.0,1.0,1.0
80.8664,44.9442,1.0,1.0,1.0
78.8059,44.4042,1.0,1.0,1.0
76.8014,43.8149,0.15269461077844312,0.15389221556886226,0.16437125748502995
74.8552,43.1789,0.6967065868263473,0.47604790419161674,0.47904191616766467
69.3814,41.0204,1.0,1.0,1.0
67.6804,40.2271,1.0,1.0,1.0
66.0409,39.4016,1.0,1.0,1.0
64.4623,38.5467,1.0,1.0,1.0
61.4831,36.7595,1.0,1.0,1.0
60.0796,35.8323,1.0,1.0,1.0
58.7314,34.8858,1.0,1.0,1.0
57.4366,33.9223,1.0,1.0,1.0
55.0,31.9528,1.0,1.0,1.0
53.8542,30.9507,1.0,1.0,1.0
52.7543,29.9394,1.0,1.0,1.0
129.876,43.1217,1.0,1.0,1.0
128.0092,43.8733,1.0,1.0,1.0
126.0754,44.5832,1.0,1.0,1.0
124.0755,45.2482,1.0,1.0,1.0
122.0113,45.8651,1.0,1.0,1.0
119.8852,46.4309,1.0,1.0,1.0
117.7004,46.9425,1.0,1.0,1.0
115.4612,47.3973,1.0,1.0,1.0
113.1726,47.7924,1.0,1.0,1.0
110.8403,48.1256,1.0,1.0,1.0
108.4711,48.3948,1.0,1.0,1.0
106.0725,48.5983,1.0,1.0,1.0
103.6522,48.7347,1.0,1.0,1.0
101.2189,48.8031,1.0,1.0,1.0
98.7811,48.8031,1.0,1.0,1.0
96.3478,48.7347,1.0,1.0,1.0
93.9275,48.5983,1.0,1.0,1.0
89.1597,48.1256,1.0,1.0,1.0
84.5388,47.3973,1.0,1.0,1.0
82.2996,46.9425,1.0,1.0,1.0
80.1148,46.4309,1.0,1.0,1.0
77.9887,45.8651,1.0,1.0,1.0
75.9245,45.2482,1.0,1.0,1.0
73.9246,44.5832,1.0,1.0,1.0
71.9908,43.8733,1.0,1.0,1.0
70.124,43.1217,1.0,1.0,1.0
68.3245,42.3316,1.0,1.0,1.0
66.5922,41.5059,1.0,1.0,1.0
64.9262,40.6478,1.0,1.0,1.0
63.3257,39.7602,1.0,1.0,1.0
61.789,38.8459,1.0,1.0,1.0
57.5448,35.9697,1.0,1.0,1.0
56.2454,34.9748,1.0,1.0,1.0
55.0,33.9655,1.0,1.0,1.0
53.8065,32.944,1.0,1.0,1.0
51.5664,30.8718,1.0,1.0,1.0
132.7995,43.6402,1.0,1.0,1.0
130.9638,44.4638,1.0,1.0,1.0
129.0546,45.2482,1.0,1.0,1.0
127.0721,45.9899,1.0,1.0,1.0
125.0169,46.6857,1.0,1.0,1.0
122.8906,47.3319,1.0,1.0,1.0
120.6955,47.9253,1.0,1.0,1.0
118.4349,48.4625,1.0,1.0,1.0
116.1134,48.9404,1.0,1.0,1.0
113.7363,49.3561,1.0,1.0,1.0
111.3099,49.707,1.0,1.0,1.0
108.8418,49.9906,1.0,1.0,1.0
106.3402,50.2051,1.0,1.0,1.0
103.8141,50.3489,1.0,1.0,1.0
101.273,50.4211,1.0,1.0,1.0
98.727,50.4211,0.5320359281437126,0.181437125748503,0.18712574850299402
96.1859,50.3489,1.0,1.0,1.0
93.6598,50.2051,1.0,1.0,1.0
88.6901,49.707,1.0,1.0,1.0
86.2637,49.3561,1.0,1.0,1.0
83.8866,48.9404,1.0,1.0,1.0
81.5651,48.4625,1.0,1.0,1.0
79.3045,47.9253,1.0,1.0,1.0
77.1094,47.3319,1.0,1.0,1.0
74.9831,46.6857,1.0,1.0,1.0
72.9279,45.9899,1.0,1.0,1.0
70.9454,45.2482,1.0,1.0,1.0
69.0362,44.4638,1.0,1.0,1.0
67.2005,43.6402,1.0,1.0,1.0
65.4375,42.7807,1.0,1.0,1.0
63.7462,41.8886,1.0,1.0,1.0
62.125,40.9669,1.0,1.0,1.0
60.5722,40.0187,1.0,1.0,1.0
59.0856,39.0469,1.0,1.0,1.0
56.302,37.0429,1.0,1.0,1.0
53.7546,34.9748,1.0,1.0,1.0
52.5634,33.9223,1.0,1.0,1.0
50.3331,31.7904,1.0,1.0,1.0
135.789,44.0493,1.0,1.0,1.0
133.9965,44.9442,1.0,1.0,1.0
132.125,45.8028,1.0,1.0,1.0
130.1735,46.6218,1.0,1.0,1.0
128.1416,47.3973,1.0,1.0,1.0
126.0296,48.1256,1.0,1.0,1.0
123.8387,48.8031,1.0,1.0,1.0
121.5713,49.426,1.0,1.0,1.0
119.2307,49.9906,1.0,1.0,1.0
116.8214,50.4935,1.0,1.0,1.0
114.3493,50.9313,1.0,1.0,1.0
111.8215,51.3012,1.0,1.0,1.0
109.2461,51.6005,1.0,1.0,1.0
106.6325,51.8269,1.0,1.0,1.0
103.9909,51.9789,1.0,1.0,1.0
101.3322,52.0552,0.7155688622754491,0.23832335329341317,0.23892215568862277
98.6678,52.0552,0.7305389221556886,0.4347305389221557,0.42065868263473055
96.0091,51.9789,0.5697604790419162,0.19071856287425148,0.1937125748502994
93.3675,51.8269,1.0,1.0,1.0
90.7539,51.6005,1.0,1.0,1.0
88.1785,51.3012,1.0,1.0,1.0
85.6507,50.9313,1.0,1.0,1.0
83.1786,50.4935,1.0,1.0,1.0
80.7693,49.9906,1.0,1.0,1.0
78.4287,49.426,1.0,1.0,1.0
76.1613,48.8031,1.0,1.0,1.0
73.9704,48.1256,1.0,1.0,1.0
71.8584,47.3973,1.0,1.0,1.0
69.8265,46.6218,1.0,1.0,1.0
67.875,45.8028,1.0,1.0,1.0
66.0035,44.9442,1.0,1.0,1.0
64.211,44.0493,1.0,1.0,1.0
62.4959,43.1217,1.0,1.0,1.0
60.856,42.1647,1.0,1.0,1.0
59.2892,41.1814,1.0,1.0,1.0
57.7927,40.1749,1.0,1.0,1.0
56.3639,39.1478,1.0,1.0,1.0
51.2686,34.8858,1.0,1.0,1.0
49.0531,32.6934,1.0,1.0,1.0
137.0928,45.3093,1.0,1.0,1.0
135.2724,46.2411,1.0,1.0,1.0
133.3664,47.1366,1.0,1.0,1.0
131.373,47.9919,1.0,1.0,1.0
129.2914,48.8031,1.0,1.0,1.0
127.1213,49.5661,1.0,1.0,1.0
124.8637,50.2769,1.0,1.0,1.0
122.5206,50.9313,1.0,1.0,1.0
120.0952,51.5254,1.0,1.0,1.0
117.5924,52.0552,1.0,1.0,1.0
115.0184,52.517,1.0,1.0,1.0
112.3808,52.9076,1.0,1.0,1.0
109.6888,53.2238,1.0,1.0,1.0
106.953,53.4633,1.0,1.0,1.0
104.1849,53.6241,1.0,1.0,1.0
101.3972,53.7049,0.2122754491017964,0.03802395209580838,0.03802395209580838
98.6028,53.7049,0.6805389221556887,0.15568862275449102,0.13682634730538923
93.047,53.4633,1.0,1.0,1.0
90.3112,53.2238,1.0,1.0,1.0
87.6192,52.9076,1.0,1.0,1.0
84.9816,52.517,1.0,1.0,1.0
82.4076,52.0552,1.0,1.0,1.0
79.9048,51.5254,1.0,1.0,1.0
77.4794,50.9313,1.0,1.0,1.0
75.1363,50.2769,1.0,1.0,1.0
72.8787,49.5661,1.0,1.0,1.0
70.7086,48.8031,1.0,1.0,1.0
68.627,47.9919,1.0,1.0,1.0
66.6336,47.1366,1.0,1.0,1.0
64.7276,46.2411,1.0,1.0,1.0
62.9072,45.3093,1.0,1.0,1.0
61.1702,44.3448,1.0,1.0,1.0
59.514,43.3511,1.0,1.0,1.0
57.9357,42.3316,1.0,1.0,1.0
56.4321,41.2892,1.0,1.0,1.0
55.0,40.2271,1.0,1.0,1.0
48.7966,34.7085,1.0,1.0,1.0
47.725,33.5787,1.0,1.0,1.0
136.6341,47.5284,1.0,1.0,1.0
134.6952,48.4625,1.0,1.0,1.0
132.6609,49.3561,1.0,1.0,1.0
130.5297,50.2051,1.0,1.0,1.0
128.3008,51.0049,1.0,1.0,1.0
125.9744,51.7513,1.0,1.0,1.0
123.5523,52.4395,1.0,1.0,1.0
121.0375,53.0653,1.0,1.0,1.0
118.4349,53.6241,1.0,1.0,1.0
115.7512,54.112,1.0,1.0,1.0
112.9946,54.525,1.0,1.0,1.0
110.1755,54.8599,1.0,1.0,1.0
107.3058,55.1136,1.0,1.0,1.0
104.3987,55.2841,1.0,1.0,1.0
101.4688,55.3697,1.0,1.0,1.0
98.5312,55.3697,0.17694610778443115,0.016766467065868262,0.017664670658682633
95.6013,55.2841,0.13652694610778443,0.026347305389221556,0.023952095808383235
92.6942,55.1136,1.0,1.0,1.0
89.8245,54.8599,1.0,1.0,1.0
87.0054,54.525,1.0,1.0,1.0
84.2488,54.112,1.0,1.0,1.0
81.5651,53.6241,1.0,1.0,1.0
78.9625,53.0653,1.0,1.0,1.0
76.4477,52.4395,1.0,1.0,1.0
74.0256,51.7513,1.0,1.0,1.0
71.6992,51.0049,1.0,1.0,1.0
69.4703,50.2051,1.0,1.0,1.0
67.3391,49.3561,1.0,1.0,1.0
65.3048,48.4625,1.0,1.0,1.0
63.3659,47.5284,1.0,1.0,1.0
61.5198,46.558,1.0,1.0,1.0
59.7636,45.5551,1.0,1.0,1.0
58.0941,44.5234,1.0,1.0,1.0
56.5074,43.4664,1.0,1.0,1.0
55.0,42.3874,1.0,1.0,1.0
47.4054,35.6045,1.0,1.0,1.0
46.3475,34.4444,1.0,1.0,1.0
136.1193,49.7776,1.0,1.0,1.0
131.866,51.6005,1.0,1.0,1.0
129.5778,52.4395,1.0,1.0,1.0
127.1811,53.2238,1.0,1.0,1.0
124.6769,53.9484,1.0,1.0,1.0
122.0679,54.6084,1.0,1.0,1.0
119.359,55.1987,1.0,1.0,1.0
116.5571,55.7149,1.0,1.0,1.0
113.6713,56.1525,1.0,1.0,1.0
110.7131,56.5077,1.0,1.0,1.0
107.6961,56.7771,1.0,1.0,1.0
104.6355,56.9582,1.0,1.0,1.0
101.5482,57.0492,1.0,1.0,1.0
98.4518,57.0492,1.0,1.0,1.0
95.3645,56.9582,1.0,1.0,1.0
92.3039,56.7771,1.0,1.0,1.0
89.2869,56.5077,1.0,1.0,1.0
86.3287,56.1525,1.0,1.0,1.0
83.4429,55.7149,1.0,1.0,1.0
80.641,55.1987,1.0,1.0,1.0
77.9321,54.6084,1.0,1.0,1.0
75.3231,53.9484,1.0,1.0,1.0
72.8189,53.2238,1.0,1.0,1.0
70.4222,52.4395,1.0,1.0,1.0
68.134,51.6005,1.0,1.0,1.0
65.9541,50.7116,1.0,1.0,1.0
63.8807,49.7776,1.0,1.0,1.0
61.9112,48.8031,1.0,1.0,1.0
60.0425,47.7924,1.0,1.0,1.0
58.2705,46.7497,1.0,1.0,1.0
56.5911,45.6787,1.0,1.0,1.0
55.0,44.5832,1.0,1.0,1.0
53.4926,43.4664,1.0,1.0,1.0
47.0565,37.6652,1.0,1.0,1.0
45.9605,36.4786,1.0,1.0,1.0
44.9194,35.2881,1.0,1.0,1.0
139.6442,50.0619,1.0,1.0,1.0
137.6476,51.0787,1.0,1.0,1.0
135.5377,52.0552,1.0,1.0,1.0
130.9638,53.867,1.0,1.0,1.0
128.4956,54.6919,1.0,1.0,1.0
125.9065,55.4556,1.0,1.0,1.0
123.1986,56.1525,1.0,1.0,1.0
120.3764,56.7771,1.0,1.0,1.0
117.4472,57.3241,1.0,1.0,1.0
114.4208,57.7887,1.0,1.0,1.0
111.3099,58.1662,1.0,1.0,1.0
108.1301,58.453,1.0,1.0,1.0
104.8991,58.6459,1.0,1.0,1.0
101.6366,58.7429,1.0,1.0,1.0
98.3634,58.7429,1.0,1.0,1.0
95.1009,58.6459,1.0,1.0,1.0
91.8699,58.453,1.0,1.0,1.0
88.6901,58.1662,1.0,1.0,1.0
85.5792,57.7887,1.0,1.0,1.0
82.5528,57.3241,1.0,1.0,1.0
79.6236,56.7771,1.0,1.0,1.0
76.8014,56.1525,1.0,1.0,1.0
74.0935,55.4556,1.0,1.0,1.0
71.5044,54.6919,1.0,1.0,1.0
69.0362,53.867,1.0,1.0,1.0
66.6894,52.9863,1.0,1.0,1.0
64.4623,52.0552,1.0,1.0,1.0
62.3524,51.0787,1.0,1.0,1.0
60.3558,50.0619,1.0,1.0,1.0
58.4682,49.0093,1.0,1.0,1.0
56.6847,47.9253,1.0,1.0,1.0
55.0,46.8138,1.0,1.0,1.0
53.4089,45.6787,1.0,1.0,1.0
51.9059,44.5234,1.0,1.0,1.0
45.5377,38.5467,1.0,1.0,1.0
44.4608,37.3286,1.0,1.0,1.0
143.2101,50.2051,1.0,1.0,1.0
141.3086,51.3012,1.0,1.0,1.0
139.2894,52.3622,1.0,1.0,1.0
137.1467,53.3833,1.0,1.0,1.0
134.8753,54.3591,1.0,1.0,1.0
129.9315,56.1525,1.0,1.0,1.0
127.2553,56.9582,1.0,1.0,1.0
124.444,57.6951,1.0,1.0,1.0
121.5014,58.3571,1.0,1.0,1.0
115.2551,59.4322,1.0,1.0,1.0
111.9761,59.8345,1.0,1.0,1.0
108.6156,60.1404,1.0,1.0,1.0
105.1944,60.3464,1.0,1.0,1.0
101.7357,60.4501,1.0,1.0,1.0
98.2643,60.4501,1.0,1.0,1.0
94.8056,60.3464,1.0,1.0,1.0
91.3844,60.1404,1.0,1.0,1.0
88.0239,59.8345,1.0,1.0,1.0
84.7449,59.4322,1.0,1.0,1.0
81.5651,58.938,1.0,1.0,1.0
78.4986,58.3571,1.0,1.0,1.0
75.556,57.6951,1.0,1.0,1.0
72.7447,56.9582,1.0,1.0,1.0
70.0685,56.1525,1.0,1.0,1.0
67.5288,55.2841,1.0,1.0,1.0
65.1247,54.3591,1.0,1.0,1.0
62.8533,53.3833,1.0,1.0,1.0
60.7106,52.3622,1.0,1.0,1.0
58.6914,51.3012,1.0,1.0,1.0
56.7899,50.2051,1.0,1.0,1.0
55.0,49.0784,1.0,1.0,1.0
53.3153,47.9253,1.0,1.0,1.0
47.5041,43.1217,1.0,1.0,1.0
46.2538,41.8886,0.5278443113772455,0.41946107784431136,0.4568862275449102
45.0738,40.6478,1.0,1.0,1.0
43.9591,39.4016,1.0,1.0,1.0
41.9081,36.9009,1.0,1.0,1.0
143.0908,52.517,1.0,1.0,1.0
136.573,55.7149,1.0,1.0,1.0
134.1145,56.687,1.0,1.0,1.0
131.5043,57.6019,1.0,1.0,1.0
128.7398,58.453,1.0,1.0,1.0
125.821,59.2333,1.0,1.0,1.0
122.751,59.936,1.0,1.0,1.0
119.5367,60.5542,1.0,1.0,1.0
116.1892,61.0812,1.0,1.0,1.0
112.7244,61.511,1.0,1.0,1.0
109.1623,61.8384,1.0,1.0,1.0
105.5275,62.0591,1.0,1.0,1.0
101.8476,62.1703,1.0,1.0,1.0
98.1524,62.1703,1.0,1.0,1.0
94.4725,62.0591,1.0,1.0,1.0
90.8377,61.8384,1.0,1.0,1.0
87.2756,61.511,1.0,1.0,1.0
83.8108,61.0812,1.0,1.0,1.0
80.4633,60.5542,1.0,1.0,1.0
77.249,59.936,1.0,1.0,1.0
74.179,59.2333,1.0,1.0,1.0
71.2602,58.453,1.0,1.0,1.0
68.4957,57.6019,1.0,1.0,1.0
65.8855,56.687,1.0,1.0,1.0
