lon,lat,p_iid,p_bym,p_bym_cov
100.8551,33.5787,0.4538922155688623,0.22664670658682634,0.2119760479041916
97.4362,33.536,0.8610778443113772,0.5649700598802395,0.5446107784431138
94.0355,33.3234,0.974251497005988,0.9119760479041916,0.9308383233532934
92.3493,33.1542,0.6050898203592814,0.35508982035928144,0.35179640718562877
90.6764,32.944,0.9482035928143713,0.774251497005988,0.8005988023952095
89.0193,32.6934,0.8065868263473054,0.5470059880239521,0.5209580838323353
87.3807,32.4034,0.5479041916167665,0.35568862275449104,0.3505988023952096
85.7627,32.0751,0.7790419161676647,0.5601796407185629,0.5502994011976048
84.1676,31.7095,0.6667664670658683,0.5973053892215568,0.579940119760479
82.5973,31.308,0.7769461077844312,0.7631736526946108,0.761377245508982
117.9044,32.6518,1.0,1.0,1.0
116.294,33.07,1.0,1.0,1.0
114.6568,33.4508,1.0,1.0,1.0
112.9946,33.7931,0.7383233532934131,0.7101796407185629,0.7056886227544911
111.3099,34.0954,0.8592814371257484,0.8356287425149701,0.8461077844311378
109.6052,34.3568,0.8688622754491018,0.887125748502994,0.8823353293413174
107.8831,34.5762,0.7739520958083832,0.8017964071856287,0.7892215568862275
102.6425,34.9748,0.7221556886227545,0.75,0.7239520958083833
100.8814,35.0194,0.5347305389221557,0.5221556886227545,0.511377245508982
97.3575,34.9748,0.9760479041916168,0.7949101796407185,0.8095808383233533
95.6013,34.8858,0.9149700598802395,0.6748502994011976,0.6796407185628742
93.8534,34.7528,0.8407185628742515,0.5646706586826348,0.5601796407185629
92.1169,34.5762,0.8188622754491018,0.5658682634730539,0.5904191616766467
88.6901,34.0954,0.9553892215568862,0.7988023952095809,0.8
87.0054,33.7931,0.8745508982035928,0.6494011976047904,0.672754491017964
85.3432,33.4508,0.5796407185628742,0.2655688622754491,0.24820359281437127
83.706,33.07,0.787125748502994,0.5302395209580838,0.5296407185628742
82.0956,32.6518,0.6227544910179641,0.5631736526946107,0.5586826347305389
80.5139,32.1978,0.7973053892215569,0.834131736526946,0.8359281437125748
118.4349,34.0087,1.0,1.0,1.0
116.7826,34.4444,0.8622754491017964,0.8622754491017964,0.8526946107784431
115.1011,34.8414,0.5844311377245509,0.4847305389221557,0.4682634730538922
113.3925,35.1983,0.6910179640718563,0.7092814371257485,0.6988023952095809
111.6593,35.5138,0.6161676646706586,0.5676646706586826,0.5688622754491018
109.9042,35.7866,0.4416167664670659,0.35119760479041917,0.3437125748502994
102.7263,36.432,0.5964071856287425,0.5062874251497006,0.4997005988023952
100.9094,36.4786,0.6568862275449102,0.4781437125748503,0.468562874251497
99.0906,36.4786,0.8691616766467066,0.862874251497006,0.8398203592814372
97.2737,36.432,0.687125748502994,0.6197604790419161,0.6320359281437126
93.6598,36.2001,0.12994011976047903,0.162874251497006,0.1437125748502994
91.8699,36.0157,0.8853293413173653,0.4745508982035928,0.47724550898203594
88.3407,35.5138,0.9059880239520958,0.6332335329341318,0.6377245508982036
86.6075,35.1983,0.859880239520958,0.5832335329341317,0.5823353293413174
84.8989,34.8414,0.8577844311377245,0.5482035928143713,0.5404191616766467
83.2174,34.4444,0.49850299401197606,0.29820359281437125,0.2781437125748503
81.5651,34.0087,0.7805389221556887,0.49520958083832334,0.4808383233532934
79.9439,33.536,0.9643712574850299,0.8928143712574851,0.9152694610778443
118.9967,35.3782,0.859880239520958,0.8730538922155688,0.8712574850299402
117.3005,35.8323,0.9365269461077844,0.9479041916167664,0.9359281437125748
115.5725,36.2463,0.7431137724550898,0.7458083832335329,0.7251497005988023
113.815,36.6188,0.7452095808383233,0.7619760479041916,0.7538922155688623
112.0306,36.9482,0.7350299401197605,0.712874251497006,0.7065868263473054
110.2222,37.2331,0.7332335329341317,0.7092814371257485,0.7011976047904191
108.3929,37.4725,0.27694610778443113,0.23952095808383234,0.21047904191616768
106.5463,37.6652,0.19520958083832335,0.18023952095808382,0.15838323353293413
104.6859,37.8105,0.4041916167664671,0.36407185628742517,0.3523952095808383
102.8156,37.9077,0.4724550898203593,0.5383233532934132,0.5092814371257485
100.9392,37.9564,0.65,0.4745508982035928,0.4374251497005988
99.0608,37.9564,0.982934131736527,0.8982035928143712,0.9095808383233533
95.3141,37.8105,0.8550898203592814,0.7179640718562874,0.7449101796407186
93.4537,37.6652,0.10359281437125749,0.20209580838323354,0.19610778443113772
