"","lat","long","elev"
"816",65.6469,61.009,287.4
"817",64.5102,57.8624,82.4
"818",63.3109,55,118
"819",62.0591,52.3974,121
"820",60.7636,50.0303,168.2
"821",59.4322,47.875,156.9
"822",58.0713,45.9097,122
"823",56.687,44.1145,101
"824",55.2841,42.4712,138.6
"825",53.867,40.9638,145.8
"826",52.4395,39.5778,120.2
"827",51.0049,38.3008,154.4
"828",49.5661,37.1213,95.4
"829",48.1256,36.0296,73.6
"830",46.6857,35.0169,26
"831",45.2482,34.0755,94
"832",40.9669,31.6148,777.9
"833",39.5548,30.8978,919.1
"834",38.152,30.2249,1037
"835",36.7595,29.5923,1632.7
"836",56.1525,160.0685,149
"837",57.6019,158.4957,89.4
"838",60.4501,154.8658,292.4
"839",61.8384,152.7652,1071.9
"840",63.1944,150.4403,1011.3
"841",64.5102,147.8624,873.7
"842",65.7769,145,565.4
"843",66.9837,141.8202,235.4
"844",68.1185,138.2902,673.3
"845",69.1672,134.3803,68
"846",70.1139,130.0686,599
"847",70.9418,125.3462,181.5
"848",71.6329,120.2249,86.9
"849",72.17,114.7436,36.7
"850",72.5379,108.9726,19
"851",72.7249,103.0128,73
"852",72.7249,96.9872,118
"853",72.5379,91.0274,13
"854",70.9418,74.6538,19.8
"855",70.1139,69.9314,55.3
"856",68.1185,61.7098,157.6
"857",66.9837,58.1798,72
"858",65.7769,55,27.3
"859",64.5102,52.1376,204.5
"860",63.1944,49.5597,161.3
"861",61.8384,47.2348,161
"862",60.4501,45.1342,186.4
"863",59.0361,43.2317,154.1
"864",57.6019,41.5043,157.7
"865",56.1525,39.9315,161.6
"866",54.6919,38.4956,166.3
"867",53.2238,37.1811,244.6
"868",51.7513,35.9744,158.1
"869",50.2769,34.8637,107.3
"870",48.8031,33.8387,166.2
"871",47.3319,32.8906,20
"872",40.0707,29.0577,860.9
"873",38.6462,28.4349,630.6
"874",58.453,161.2602,725.6
"875",62.8481,155.7843,518.2
"876",64.2653,153.5308,181
"877",65.6469,151.009,40
"878",66.9837,148.1798,127.1
"879",68.2649,145,36.1
"880",69.4775,141.4237,319.2
"881",70.6061,137.4054,10
"882",72.5379,127.8973,1
"883",73.2994,122.3801,0
"884",74.5157,103.3665,162
"885",74.5157,96.6335,257.6
"886",74.3061,89.992,96.8
"887",68.2649,55,10
"888",66.9837,51.8202,8.3
"889",65.6469,48.991,151
"890",64.2653,46.4692,36.6
"891",62.8481,44.2157,194.2
"892",61.4029,42.1957,70.3
"893",59.936,40.3791,179.2
"894",58.453,38.7398,98
"895",56.9582,37.2553,129
"896",55.4556,35.9065,203.7
"897",53.9484,34.6769,227.9
"898",52.4395,33.5523,150.8
"899",50.9313,32.5206,138.7
"900",49.426,31.5713,82.8
"901",47.9253,30.6955,82.5
"902",46.4309,29.8852,136.7
"903",44.9442,29.1336,0
"904",40.5421,27.1759,0
"905",39.0973,26.607,0
"906",60.7636,162.6501,0
"907",62.2819,160.9454,61
"908",63.7832,159.0362,1180.7
"909",65.2615,156.8887,500.5
"910",66.7095,154.4623,292.4
"911",68.1185,151.7098,29.2
"912",69.4775,148.5763,311.6
"913",70.7731,145,13
"914",71.9891,140.9144,15.7
"915",76.0752,111.3099,198.7
"916",76.3131,103.8141,25.3
"917",65.2615,43.1113,138.4
"918",63.7832,40.9638,54.6
"919",62.2819,39.0546,144.2
"920",60.7636,37.3499,196.8
"921",59.2333,35.821,137.6
"922",57.6951,34.444,162.6
"923",56.1525,33.1986,245
"924",54.6084,32.0679,197
"925",53.0653,31.0375,141
"926",51.5254,30.0952,108
"927",49.9906,29.2307,220.2
"928",48.4625,28.4349,237.7
"929",46.9425,27.7004,300.2
"930",45.432,27.0205,236.8
"931",43.9319,26.3895,56.3
"932",42.4433,25.8025,156
"933",61.511,165.8545,154.2
"934",63.0784,164.29,289.5
"935",64.6337,162.5256,1077.3
"936",66.1716,160.5241,629.1
"937",69.1672,155.6197,31
"938",70.6061,152.5946,1
"939",71.9891,149.0856,1
"940",66.1716,39.4759,0
"941",64.6337,37.4744,119
"942",63.0784,35.71,128
"943",61.511,34.1455,180.6
"944",59.936,32.751,45.4
"945",58.3571,31.5014,15
"946",56.7771,30.3764,108.6
"947",55.1987,29.359,143.9
"948",53.6241,28.4349,172.4
"949",52.0552,27.5924,124.6
"950",50.4935,26.8214,247.4
"951",48.9404,26.1134,285.3
"952",47.3973,25.4612,1077.3
"953",45.8651,24.8586,438.2
"954",44.3448,24.3003,112.7
"955",42.8373,23.7816,494
"956",41.3433,23.2986,632.7
"957",39.8634,22.8477,0
"958",60.5542,170.4633,416.8
"959",62.1703,169.2277,1036.2
"960",63.7832,167.8337,88
"961",65.3892,166.2505,643
"962",66.9837,164.44,176
"963",70.1139,159.9314,1
"964",68.5611,37.646,180.4
"965",66.9837,35.56,90.6
"966",63.7832,32.1663,180.8
"967",62.1703,30.7723,123.2
"968",60.5542,29.5367,39.9
"969",58.938,28.4349,93.1
"970",57.3241,27.4472,132
"971",55.7149,26.5571,148
"972",54.112,25.7512,151.2
"973",52.517,25.0184,144.8
"974",50.9313,24.3493,199.7
"975",49.3561,23.7363,307.3
"976",47.7924,23.1726,137
"977",46.2411,22.6526,291.7
"978",44.7031,22.1715,561.1
"979",43.1789,21.7251,226.3
"980",41.6694,21.3099,640.3
"981",62.7337,172.7585,384.4
"982",64.3874,171.5651,126
"983",66.0392,170.2011,453.3
"984",67.6855,168.6294,1143.2
"985",69.3217,166.8014,69.7
"986",69.3217,33.1986,0
"987",67.6855,31.3706,130
"988",66.0392,29.7989,267.4
"989",64.3874,28.4349,175.8
"990",62.7337,27.2415,123.7
"991",61.0812,26.1892,86.8
"992",59.4322,25.2551,36.1
"993",57.7887,24.4208,15
"994",56.1525,23.6713,64
"995",54.525,22.9946,91
"996",52.9076,22.3808,147
"997",51.3012,21.8215,144
"998",49.707,21.3099,340.2
"999",48.1256,20.8403,110.9
"1000",46.558,20.4077,75.8
"1001",45.0047,20.008,100
"1002",43.4664,19.6375,661
"1003",68.2649,173.0725,360
"1004",69.9528,28.4349,283.3
"1005",68.2649,26.9275,303
"1006",66.5738,25.6422,78
"1007",63.1944,23.5704,70
"1008",61.511,22.7244,65
"1009",54.8599,20.1755,55
"1010",53.2238,19.6888,88.1
"1011",51.6005,19.2461,180
"1012",49.9906,18.8418,255.6
"1013",48.3948,18.4711,589.3
"1014",46.8138,18.1301,140.7
"1015",45.2482,17.8153,160.7
"1016",68.7108,177.7352,519.1
"1017",68.7108,22.2648,432.6
"1018",66.9837,21.3099,253.2
"1019",65.2615,20.4915,323
"1020",63.5459,19.7824,4.9
"1021",53.4633,16.953,120.1
"1022",51.8269,16.6325,99
"1023",50.2051,16.3402,460.2
"1024",48.5983,16.0725,249.1
"1025",47.0071,15.8263,320.8
"1026",45.432,15.5993,120.3
"1027",43.8733,15.3893,0
"1028",67.2616,16.8428,1113.2
"1029",63.7832,15.9061,271
"1030",62.0591,15.5275,385
"1031",60.3464,15.1944,313.4
"1032",58.6459,14.8991,89
"1033",56.9582,14.6355,155.3
"1034",53.6241,14.1849,10
"1035",51.9789,13.9909,57.2
"1036",50.3489,13.8141,242
"1037",48.7347,13.6522,630.9
"1038",47.1366,13.5035,1691
"1039",62.1703,11.8476,663
"1040",60.4501,11.7357,428.4
"1041",58.7429,11.6366,152.4
"1042",55.3697,11.4688,48.7
"1043",53.7049,11.3972,57.6
"1044",52.0552,11.3322,100.2
"1045",50.4211,11.273,591.2
"1046",48.8031,11.2189,411.2
"1047",47.2016,11.1691,1230.8
"1048",45.6169,11.1233,1047.8
"1049",44.0493,11.0809,754.5
"1050",42.4993,11.0416,0
"1051",62.1703,8.1524,1449.8
"1052",60.4501,8.2643,993.5
"1053",55.3697,8.5312,0
"1054",53.7049,8.6028,1
"1055",52.0552,8.6678,114
"1056",50.4211,8.727,157.8
"1057",48.8031,8.7811,485.7
"1058",44.0493,8.9191,0
"1059",60.3464,-164.8056,2.8
"1060",62.0591,-164.4725,11.1
"1061",65.5176,-163.6598,234.6
"1062",67.2616,-163.1572,178
"1063",69.0139,-162.5686,309.1
"1064",60.3464,4.8056,0
"1065",51.9789,6.0091,9.2
"1066",50.3489,6.1859,458.6
"1067",48.7347,6.3478,242.8
"1068",47.1366,6.4965,817.7
"1069",45.5551,6.6335,742.8
"1070",60.1404,-161.3844,30.9
"1071",65.2615,-159.5085,293.8
"1072",68.7108,-157.7352,458.5
"1073",70.4406,-156.6075,25.7
"1074",50.2051,3.6598,137.2
"1075",48.5983,3.9275,87
"1076",47.0071,4.1737,401.7
"1077",45.432,4.4007,614.4
"1078",43.8733,4.6107,15.8
"1079",63.1944,-156.4296,278.4
"1080",64.8827,-155.4655,285.7
"1081",66.5738,-154.3578,370.7
"1082",68.2649,-153.0725,718.3
"1083",69.9528,-151.5651,10.5
"1084",53.2238,0.3112,2
"1085",51.6005,0.7539,13
"1086",49.9906,1.1582,0
"1087",48.3948,1.5289,144.3
"1088",46.8138,1.8699,157
"1089",45.2482,2.1847,553.6
"1090",43.6983,2.4762,630.8
"1091",57.7887,-155.5792,0
"1092",59.4322,-154.7449,87.9
"1093",61.0812,-153.8108,459
"1094",66.0392,-150.2011,209.6
"1095",67.6855,-148.6294,1797.6
"1096",69.3217,-146.8014,551.5
"1097",57.7887,-4.4208,271.8
"1098",56.1525,-3.6713,57.3
"1099",54.525,-2.9946,560
"1100",52.9076,-2.3808,202.4
"1101",51.3012,-1.8215,100
"1102",48.1256,-0.8403,127.2
"1103",46.558,-0.4077,191.3
"1104",45.0047,-0.008,33
"1105",60.5542,-150.4633,95.9
"1106",62.1703,-149.2277,1464.3
"1107",63.7832,-147.8337,1774
"1108",65.3892,-146.2505,765.5
"1109",66.9837,-144.44,174.1
"1110",68.5611,-142.354,902
"1111",77.0539,-119.2894,31
"1112",79.5992,-95.2551,0
"1113",54.112,-5.7512,0
"1114",47.7924,-3.1726,52.8
"1115",43.1789,-1.7251,426.5
"1116",61.511,-145.8545,1359.2
"1117",64.6337,-142.5256,779.2
"1118",66.1716,-140.5241,882.8
"1119",67.6855,-138.2405,399
"1120",69.1672,-135.6197,4
"1121",73.2994,-125,0
"1122",75.6116,-114.6952,596.9
"1123",77.8414,-92.9946,0
"1124",78.1159,-84.3987,802.5
"1125",64.6337,-17.4744,1936
"1126",53.6241,-8.4349,110.2
"1127",52.0552,-7.5924,0
"1128",42.8373,-3.7816,812.9
"1129",41.3433,-3.2986,1092.8
"1130",65.2615,-136.8887,997.6
"1131",66.7095,-134.4623,91.9
"1132",68.1185,-131.7098,260
"1133",69.4775,-128.5763,56
"1134",71.9891,-120.9144,278.4
"1135",73.1056,-116.2538,9.3
"1136",76.0752,-91.3099,239.3
"1137",76.3131,-83.8141,0
"1138",63.7832,-20.9638,0
"1139",42.4433,-5.8025,830
"1140",62.8481,-135.7843,851.2
"1141",64.2653,-133.5308,1304.3
"1142",65.6469,-131.009,634
"1143",66.9837,-128.1798,190.8
"1144",68.2649,-125,240.5
"1145",69.4775,-121.4237,457
"1146",70.6061,-117.4054,35.1
"1147",71.6329,-112.9052,411.1
"1148",72.5379,-107.8973,0
"1149",74.3061,-90.008,0
"1150",59.0361,-136.7683,489.1
"1151",60.4501,-134.8658,760
"1152",61.8384,-132.7652,1707.9
"1153",63.1944,-130.4403,1221.4
"1154",64.5102,-127.8624,1024.6
"1155",65.7769,-125,365.9
"1156",66.9837,-121.8202,253
"1157",68.1185,-118.2902,162
"1158",69.1672,-114.3803,0
"1159",70.1139,-110.0686,94
"1160",70.9418,-105.3462,92
"1161",58.0713,-134.0903,0
"1162",60.7636,-129.9697,900.9
"1163",62.0591,-127.6026,2013.6
"1164",63.3109,-125,644.8
"1165",64.5102,-122.1376,219
"1166",65.6469,-118.991,301.9
"1167",66.7095,-115.5377,521
"1168",67.6855,-111.7595,162.5
"1169",68.5611,-107.646,81
"1170",69.3217,-103.1986,6
"1171",70.4406,-93.3925,444.6
"1172",70.7731,-88.1301,139
"1173",55.7149,-133.427,0
"1174",57.0492,-131.5819,807.1
"1175",58.3571,-129.5739,1616.5
"1176",60.869,-125,1338.4
"1177",62.0591,-122.3974,271.8
"1178",63.1944,-119.5597,269
"1179",64.2653,-116.4692,299.4
"1180",65.2615,-113.1113,375
"1181",66.1716,-109.4759,469.2
"1182",66.9837,-105.56,220
"1183",67.6855,-101.3706,9.7
"1184",68.2649,-96.9275,0
"1185",68.7108,-92.2648,168.4
"1186",69.1672,-82.4896,68.4
"1187",55.9766,-129.2364,438.4
"1188",57.2322,-127.2026,1285.5
"1189",58.453,-125,1888.5
"1190",59.6325,-122.6141,595.3
"1191",60.7636,-120.0303,397
"1192",61.8384,-117.2348,194
"1193",62.8481,-114.2157,250
"1194",63.7832,-110.9638,434
"1195",64.6337,-107.4744,419.9
"1196",65.3892,-103.7495,192.4
"1197",66.0392,-99.7989,185.2
"1198",66.5738,-95.6422,126.2
"1199",66.9837,-91.3099,410.7
"1200",67.2616,-86.8428,35.1
"1201",67.4019,-82.2906,240.3
"1202",67.2616,-73.1572,0
"1203",53.6241,-128.9452,748.2
"1204",57.2322,-122.7974,915
"1205",58.3571,-120.4261,436
"1206",59.4322,-117.875,376
"1207",60.4501,-115.1342,270.4
"1208",61.4029,-112.1957,211.2
"1209",62.2819,-109.0546,379.2
"1210",63.0784,-105.71,327
"1211",63.7832,-102.1663,211.9
"1212",64.3874,-98.4349,90.6
"1213",64.8827,-94.5345,135.1
"1214",65.2615,-90.4915,224.2
"1215",65.5176,-86.3402,0
"1216",65.5176,-73.6598,0
"1217",64.8827,-65.4655,0
"1218",52.517,-126.9092,1597.1
"1219",55.9766,-120.7636,827.4
"1220",57.0492,-118.4181,728.2
"1221",58.0713,-115.9097,308
"1222",59.0361,-113.2317,241.3
"1223",59.936,-110.3791,336
"1224",60.7636,-107.3499,471.3
"1225",61.511,-104.1455,380
"1226",62.1703,-100.7723,271.4
"1227",62.7337,-97.2415,162
"1228",63.1944,-93.5704,96.3
"1229",63.5459,-70.2176,465.5
"1230",63.1944,-66.4296,459
"1231",50.2051,-126.7899,682.1
"1232",51.3757,-125,1597.2
"1233",52.517,-123.0908,1332.4
"1234",53.6241,-121.0548,1272.4
"1235",54.6919,-118.8845,904.5
"1236",55.7149,-116.573,637
"1237",56.687,-114.1145,751.1
"1238",57.6019,-111.5043,223.1
"1239",58.453,-108.7398,430
"1240",59.2333,-105.821,254.9
"1241",59.936,-102.751,406.8
"1242",60.5542,-99.5367,277
"1243",61.0812,-96.1892,152
"1244",62.0591,-74.4725,261.2
"1245",49.0784,-125,684.9
"1246",50.2051,-123.2101,1545.7
"1247",51.3012,-121.3086,1085
"1248",52.3622,-119.2894,2008.4
"1249",53.3833,-117.1467,1139.6
"1250",54.3591,-114.8753,647.9
"1251",55.2841,-112.4712,575.5
"1252",56.1525,-109.9315,487
"1253",56.9582,-107.2553,462
"1254",57.6951,-104.444,476.3
"1255",58.3571,-101.5014,378.1
"1256",58.938,-98.4349,267
"1257",59.4322,-95.2551,59.9
"1258",60.3464,-74.8056,210
"1259",60.1404,-71.3844,133.4
"1260",59.4322,-64.7449,764.5
"1261",47.9253,-123.3153,1270.5
"1262",49.0093,-121.5318,995.8
"1263",50.0619,-119.6442,1511
"1264",51.0787,-117.6476,2683.6
"1265",52.0552,-115.5377,1502.8
"1266",52.9863,-113.3106,753.5
"1267",53.867,-110.9638,597
"1268",54.6919,-108.4956,613.3
"1269",55.4556,-105.9065,406.2
"1270",56.1525,-103.1986,336
"1271",56.7771,-100.3764,291.5
"1272",57.3241,-97.4472,242.9
"1273",57.7887,-94.4208,90
"1274",58.6459,-75.1009,180
"1275",58.453,-71.8699,173.7
"1276",58.1662,-68.6901,88.3
"1277",57.7887,-65.5792,345.5
"1278",57.3241,-62.5528,128.4
"1279",45.6787,-123.4089,768.2
"1280",46.7497,-121.7295,1444.4
"1281",47.7924,-119.9575,551.2
"1282",48.8031,-118.0888,822.5
"1283",50.7116,-114.0459,1107.2
"1284",51.6005,-111.866,809
"1285",52.4395,-109.5778,691.5
"1286",53.2238,-107.1811,594.9
"1287",53.9484,-104.6769,518.9
"1288",54.6084,-102.0679,320
"1289",55.1987,-99.359,273.4
"1290",55.7149,-96.5571,207.6
"1291",56.1525,-93.6713,103
"1292",56.5077,-90.7131,83
"1293",56.9582,-75.3645,239.6
"1294",56.7771,-72.3039,326
"1295",56.5077,-69.2869,280.3
"1296",56.1525,-66.3287,396
"1297",55.7149,-63.4429,570.4
"1298",55.1987,-60.641,248
"1299",54.6084,-57.9321,274.8
"1300",43.4664,-123.4926,224.4
"1301",44.5234,-121.9059,1656.2
"1302",45.5551,-120.2364,306
"1303",46.558,-118.4802,402.4
"1304",47.5284,-116.6341,950
"1305",48.4625,-114.6952,1607.9
"1306",49.3561,-112.6609,1065.5
"1307",50.2051,-110.5297,760.3
"1308",51.0049,-108.3008,598.1
"1309",51.7513,-105.9744,560.3
"1310",52.4395,-103.5523,589
"1311",53.0653,-101.0375,253
"1312",54.112,-95.7512,227.6
"1313",54.525,-92.9946,201.2
"1314",54.8599,-90.1755,120
"1315",55.1136,-87.3058,121.3
"1316",55.2841,-84.3987,0
"1317",55.3697,-78.5312,0
"1318",55.2841,-75.6013,299.4
"1319",55.1136,-72.6942,389
"1320",54.8599,-69.8245,506.8
"1321",54.525,-67.0054,641.8
"1322",54.112,-64.2488,473
"1323",53.6241,-61.5651,441
"1324",53.0653,-58.9625,375
"1325",52.4395,-56.4477,257.7
"1326",43.3511,-120.486,1314.3
"1327",44.3448,-118.8298,1689.2
"1328",45.3093,-117.0928,1386.1
"1329",46.2411,-115.2724,1425.5
"1330",47.1366,-113.3664,1816.8
"1331",47.9919,-111.373,1028.9
"1332",48.8031,-109.2914,800.1
"1333",49.5661,-107.1213,761.4
"1334",50.2769,-104.8637,600
"1335",50.9313,-102.5206,526
"1336",51.5254,-100.0952,274
"1337",52.0552,-97.5924,229
"1338",52.517,-95.0184,330.7
"1339",52.9076,-92.3808,308.1
"1340",53.2238,-89.6888,260
"1341",53.4633,-86.953,157.2
"1342",53.6241,-84.1849,86.9
"1343",53.7049,-78.6028,58
"1344",53.6241,-75.8151,256
"1345",53.4633,-73.047,446.8
"1346",53.2238,-70.3112,653.2
"1347",52.9076,-67.6192,602.1
"1348",52.517,-64.9816,543.1
"1349",52.0552,-62.4076,501.9
"1350",51.5254,-59.9048,382.3
"1351",50.9313,-57.4794,0
"1352",40.1749,-122.2073,82
"1353",41.1814,-120.7108,1832.7
"1354",42.1647,-119.144,1643.5
"1355",43.1217,-117.5041,1346.3
"1356",44.9442,-113.9965,1688.5
"1357",45.8028,-112.125,1335.5
"1358",46.6218,-110.1735,1769.9
"1359",47.3973,-108.1416,848.2
"1360",48.1256,-106.0296,664.6
"1361",48.8031,-103.8387,655.2
"1362",49.426,-101.5713,544.4
"1363",49.9906,-99.2307,368.5
"1364",50.4935,-96.8214,218
"1365",50.9313,-94.3493,376.4
"1366",51.3012,-91.8215,397.9
"1367",51.6005,-89.2461,348
"1368",51.8269,-86.6325,208.4
"1369",51.9789,-83.9909,89.6
"1370",52.0552,-81.3322,4.8
"1371",52.0552,-78.6678,0
"1372",51.9789,-76.0091,274.1
"1373",51.8269,-73.3675,383.3
"1374",51.6005,-70.7539,579.5
"1375",51.3012,-68.1785,365
"1376",50.9313,-65.6507,821.2
"1377",50.4935,-63.1786,116.2
"1378",48.8031,-56.1613,228.4
"1379",48.1256,-53.9704,129.9
"1380",39.0469,-120.9144,731.4
"1381",40.0187,-119.4278,1601.1
"1382",40.9669,-117.875,1321.6
"1383",41.8886,-116.2538,1626.1
"1384",42.7807,-114.5625,1119.1
"1385",43.6402,-112.7995,1498.1
"1386",44.4638,-110.9638,2515.4
"1387",45.2482,-109.0546,1273.1
"1388",45.9899,-107.0721,965.3
"1389",46.6857,-105.0169,784.1
"1390",47.3319,-102.8906,757.9
"1391",47.9253,-100.6955,487.8
"1392",48.4625,-98.4349,467.8
"1393",48.9404,-96.1134,312.9
"1394",49.3561,-93.7363,360.5
"1395",49.707,-91.3099,409.3
"1396",49.9906,-88.8418,259.2
"1397",50.2051,-86.3402,305.6
"1398",50.3489,-83.8141,149.8
"1399",50.4211,-81.273,109.6
"1400",50.4211,-78.727,244
"1401",50.3489,-76.1859,330.9
"1402",50.2051,-73.6598,522.1
"1403",49.9906,-71.1582,494.1
"1404",49.707,-68.6901,303.4
"1405",37.9077,-119.6855,2212.2
"1406",38.8459,-118.211,1296.2
"1407",39.7602,-116.6743,1735.3
"1408",40.6478,-115.0738,1872.2
"1409",41.5059,-113.4078,1311.5
"1410",42.3316,-111.6755,2002.1
"1411",43.1217,-109.876,3004.4
"1412",43.8733,-108.0092,1356.4
"1413",44.5832,-106.0754,1125
"1414",45.2482,-104.0755,1004.1
"1415",45.8651,-102.0113,733.3
"1416",46.4309,-99.8852,628.3
"1417",46.9425,-97.7004,359.4
"1418",47.3973,-95.4612,444.4
"1419",47.7924,-93.1726,403.7
"1420",48.1256,-90.8403,462.5
"1421",48.3948,-88.4711,184.1
"1422",48.5983,-86.0725,289.7
"1423",48.7347,-83.6522,306.9
"1424",48.8031,-81.2189,274.4
"1425",48.8031,-78.7811,289
"1426",48.7347,-76.3478,423.8
"1427",48.5983,-73.9275,410.4
"1428",48.3948,-71.5289,164
"1429",48.1256,-69.1597,47.9
"1430",47.7924,-66.8274,283.5
"1431",37.6652,-117.0565,1522.9
"1432",38.5467,-115.5377,1446.3
"1433",39.4016,-113.9591,1469.8
"1434",40.2271,-112.3196,1546.3
"1435",41.0204,-110.6186,2726.3
"1436",41.7788,-108.8557,2124.4
"1437",42.4993,-107.0309,1804
"1438",43.1789,-105.1448,1455
"1439",43.8149,-103.1986,1026.3
"1440",44.4042,-101.1941,670.8
"1441",44.9442,-99.1336,520.8
"1442",45.432,-97.0205,518.8
"1443",45.8651,-94.8586,396.3
"1444",46.2411,-92.6526,359.3
"1445",46.558,-90.4077,242.4
"1446",46.8138,-88.1301,325.8
"1447",47.1366,-83.5035,436.8
"1448",47.2016,-81.1691,417.2
"1449",47.2016,-78.8309,284.7
"1450",47.1366,-76.4965,392.5
"1451",47.0071,-74.1737,560
"1452",46.8138,-71.8699,180
"1453",46.558,-69.5923,369.3
"1454",46.2411,-67.3474,198.8
"1455",45.8651,-65.1414,168.6
"1456",45.432,-62.9795,214.6
"1457",36.4786,-115.9605,1826.6
"1458",37.3286,-114.4608,1412.8
"1459",38.152,-112.9052,1875.2
"1460",38.9462,-111.293,2160.6
"1461",39.7087,-109.6237,1795.9
"1462",40.4368,-107.8973,1846.5
"1463",41.1277,-106.1139,2722.5
"1464",41.7788,-104.2744,1344.1
"1465",42.3874,-102.3801,1213.8
"1466",42.9508,-100.4328,807.7
"1467",43.4664,-98.4349,476.8
"1468",43.9319,-96.3895,521
"1469",44.3448,-94.3003,299.9
"1470",44.7031,-92.1715,344
"1471",45.0047,-90.008,422.4
"1472",45.2482,-87.8153,210.6
"1473",45.6169,-81.1233,176
"1474",45.6169,-78.8767,488
"1475",45.5551,-76.6335,86.5
"1476",45.432,-74.4007,63.9
"1477",45.2482,-72.1847,207.9
"1478",45.0047,-69.992,505.3
"1479",44.7031,-67.8285,48.9
"1480",44.3448,-65.6997,149.7
"1481",36.1078,-113.4399,1909.3
"1482",36.9009,-111.9081,1855
"1483",37.6652,-110.3236,1452.4
"1484",38.3982,-108.6861,1778.1
"1485",39.0973,-106.9958,3917.3
"1486",39.7602,-105.2532,2017.8
"1487",40.3842,-103.459,1255.8
"1488",40.9669,-101.6148,1021.7
"1489",41.5059,-99.7223,857.1
"1490",41.9988,-97.7839,539.2
"1491",42.4433,-95.8025,340.4
"1492",42.8373,-93.7816,359.6
"1493",43.1789,-91.7251,373.4
"1494",43.4664,-89.6375,277.6
"1495",43.8733,-85.3893,311.3
"1496",43.9906,-83.2397,176.6
"1497",44.0493,-81.0809,333.6
"1498",44.0493,-78.9191,281.8
"1499",43.9906,-76.7603,74.8
"1500",43.8733,-74.6107,537.3
"1501",43.6983,-72.4762,503.9
"1502",43.4664,-70.3625,-1.6
"1503",34.8858,-112.4712,1336.9
"1504",35.6499,-110.9638,1531.1
"1505",36.3855,-109.4072,1879.9
"1506",37.0903,-107.8015,2020.3
"1507",37.762,-106.1468,2335.6
"1508",38.3982,-104.444,1505.3
"1509",38.9965,-102.6938,1412
"1510",39.5548,-100.8978,896.7
"1511",40.0707,-99.0577,561.1
"1512",40.5421,-97.1759,472.9
"1513",40.9669,-95.2551,310.8
"1514",41.3433,-93.2986,253.2
"1515",41.6694,-91.3099,238
"1516",41.9436,-89.2933,235.3
"1517",42.3316,-85.1944,268.7
"1518",42.4433,-83.1221,194.8
"1519",42.4993,-81.0416,173.8
"1520",42.4993,-78.9584,253.2
"1521",42.4433,-76.8779,135.1
"1522",42.3316,-74.8056,437.4
"1523",42.1647,-72.7468,71.7
"1524",34.4006,-110.0686,1733.8
"1525",35.1087,-108.54,2087.5
"1526",35.7866,-106.9657,2006.1
"1527",36.432,-105.3462,2850.2
"1528",37.0429,-103.6821,1775
"1529",37.6169,-101.9745,1094.4
"1530",38.152,-100.2249,742.9
"1531",38.6462,-98.4349,569.3
"1532",39.0973,-96.607,342.3
"1533",39.5036,-94.7436,311.5
"1534",39.8634,-92.8477,262.1
"1535",40.1749,-90.9228,191.6
"1536",40.4368,-88.9726,250.9
"1537",40.6478,-87.0013,230.5
"1538",40.807,-85.0131,250.2
"1539",40.9135,-83.0128,300.8
"1540",40.9669,-81.0051,331.4
"1541",40.9669,-78.9949,419
"1542",40.9135,-76.9872,187.7
"1543",40.807,-74.9869,146.8
"1544",40.6478,-72.9987,0
"1545",33.1542,-109.2192,1895.4
"1546",33.8361,-107.7185,2209.1
"1547",34.4883,-106.1753,1991.3
"1548",35.1087,-104.5901,1507.8
"1549",35.6954,-102.9638,1262.8
"1550",36.2463,-101.2974,937.8
"1551",36.7595,-99.5923,570.7
"1552",37.2331,-97.8503,395.7
"1553",37.6652,-96.0736,296.1
"1554",38.0541,-94.2645,223.4
"1555",38.3982,-92.4259,265.4
"1556",38.696,-90.561,136.1
"1557",38.9462,-88.6732,174
"1558",39.1478,-86.7662,221.2
"1559",39.2999,-84.844,184.7
"1560",39.4016,-82.9108,264.2
"1561",39.4526,-80.971,253.1
"1562",39.4526,-79.029,639.8
"1563",39.4016,-77.0892,205.6
"1564",39.2999,-75.156,2.4
"1565",31.9121,-108.4127,1431.4
"1566",32.5688,-106.9395,1334.9
"1567",33.1964,-105.4269,2020.2
"1568",33.7931,-103.8753,1297.2
"1569",34.3568,-102.2856,1135.9
"1570",34.8858,-100.6589,786.4
"1571",35.3782,-98.9967,458.7
"1572",35.8323,-97.3005,334.9
"1573",36.2463,-95.5725,181.6
"1574",36.6188,-93.815,414.3
"1575",36.9482,-92.0306,352.6
"1576",37.2331,-90.2222,172.3
"1577",37.4725,-88.3929,143
"1578",37.6652,-86.5463,161.2
"1579",37.8105,-84.6859,279.8
"1580",37.9077,-82.8156,297.5
"1581",37.9564,-80.9392,725.7
"1582",37.9564,-79.0608,959.3
"1583",37.9077,-77.1844,16.7
"1584",31.9121,-104.7174,1411.2
"1585",32.486,-103.1986,1062.2
"1586",33.0279,-101.6444,898.6
"1587",33.536,-100.0561,502.7
"1588",34.4444,-96.7826,328.9
"1589",34.8414,-95.1011,215.9
"1590",35.1983,-93.3925,190.2
"1591",35.5138,-91.6593,184.9
"1592",35.7866,-89.9042,73.4
"1593",36.0157,-88.1301,142.5
"1594",36.2001,-86.3402,173.6
"1595",36.3391,-84.5378,351.7
"1596",36.432,-82.7263,422.6
"1597",36.4786,-80.9094,602.7
"1598",36.4786,-79.0906,124.4
"1599",36.432,-77.2737,35.9
